url,ratings-count
https://itunes.apple.com/us/podcast/shoptalk/id493890455?mt=2,365 Ratings
https://itunes.apple.com/us/podcast/all-javascript-podcasts-by-devchat-tv/id496893300?mt=2,196 Ratings
https://itunes.apple.com/us/podcast/the-web-ahead/id464936442?mt=2,344 Ratings
https://itunes.apple.com/us/podcast/the-big-web-show/id370445683?mt=2,340 Ratings
